locus_tag	ftype	length_bp	gene	EC_number	COG	product
KEIGPOEO_02661	CDS	2871	xdhA_2	1.17.1.4	COG1529	Putative xanthine dehydrogenase molybdenum-binding subunit XdhA
KEIGPOEO_02662	CDS	1401	xanQ		COG2233	Xanthine permease XanQ
KEIGPOEO_02663	CDS	1317	guaD	3.5.4.3	COG0402	Guanine deaminase
KEIGPOEO_02664	CDS	1368	ghxQ		COG2252	Guanine/hypoxanthine permease GhxQ
KEIGPOEO_02665	CDS	489	hyfA_4	1.-.-.-	COG1142	Hydrogenase-4 component A
KEIGPOEO_02666	CDS	1920		1.18.1.2		Ferredoxin--NADP reductase
KEIGPOEO_02667	CDS	1449	uacT		COG2233	Uric acid transporter UacT
KEIGPOEO_02668	CDS	126	yqfG			putative protein YqfG
KEIGPOEO_02669	CDS	549	idi_1	5.3.3.2	COG1443	Isopentenyl-diphosphate Delta-isomerase
KEIGPOEO_02670	CDS	1518	lysS	6.1.1.6	COG1190	Lysine--tRNA ligase
KEIGPOEO_02671	CDS	882	prfB_2		COG1186	Peptide chain release factor RF2
KEIGPOEO_02672	CDS	1734	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
KEIGPOEO_02673	CDS	711	dsbC		COG1651	Thiol:disulfide interchange protein DsbC
KEIGPOEO_02674	CDS	897	xerD_1		COG4974	Tyrosine recombinase XerD
KEIGPOEO_02675	CDS	522	fldB		COG0716	Flavodoxin 2
KEIGPOEO_02676	CDS	408	ygfX			Inner membrane protein YgfX
KEIGPOEO_02677	CDS	267	sdhE		COG2938	FAD assembly factor SdhE
KEIGPOEO_02678	CDS	981	ygfZ		COG0354	tRNA-modifying protein YgfZ
KEIGPOEO_02679	CDS	660				hypothetical protein
KEIGPOEO_02680	CDS	312				hypothetical protein
KEIGPOEO_02681	CDS	1434	bglA_1	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglA
KEIGPOEO_02682	CDS	744	ygfF	1.-.-.-		putative oxidoreductase YgfF
KEIGPOEO_02683	CDS	2874	gcvP	1.4.4.2	COG0403	Glycine dehydrogenase (decarboxylating)
KEIGPOEO_02684	CDS	390	gcvH		COG0509	Glycine cleavage system H protein
KEIGPOEO_02685	CDS	1095	gcvT	2.1.2.10	COG0404	Aminomethyltransferase
KEIGPOEO_02686	CDS	1203	ubiI	1.14.13.240	COG0654	2-octaprenylphenol hydroxylase
KEIGPOEO_02687	CDS	1179	ubiH	1.14.13.-	COG0654	2-octaprenyl-6-methoxyphenol hydroxylase
KEIGPOEO_02688	CDS	1326	pepP	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
KEIGPOEO_02689	CDS	579				hypothetical protein
KEIGPOEO_02690	CDS	330	zapA		COG3027	Cell division protein ZapA
KEIGPOEO_02691	CDS	603	ygfA	6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
KEIGPOEO_02692	CDS	1233	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
KEIGPOEO_02693	CDS	660	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
KEIGPOEO_02694	CDS	894	argP		COG0583	HTH-type transcriptional regulator ArgP
KEIGPOEO_02695	CDS	729	scpA_1	5.4.99.2	COG1884	Methylmalonyl-CoA mutase
KEIGPOEO_02696	CDS	1293	scpA_2	5.4.99.2	COG1884	Methylmalonyl-CoA mutase
KEIGPOEO_02697	CDS	996	argK	3.6.5.-	COG1703	GTPase ArgK
KEIGPOEO_02698	CDS	786	scpB	4.1.1.-	COG1024	Methylmalonyl-CoA decarboxylase
KEIGPOEO_02699	CDS	1479	scpC	2.8.3.-	COG0427	Propionyl-CoA:succinate CoA transferase
KEIGPOEO_02700	CDS	897	cynR_3			HTH-type transcriptional regulator CynR
KEIGPOEO_02701	CDS	741			COG2968	26 kDa periplasmic immunogenic protein
KEIGPOEO_02702	CDS	636	argO		COG1279	Arginine exporter protein ArgO
KEIGPOEO_02703	CDS	861	mscS		COG0668	Small-conductance mechanosensitive channel
KEIGPOEO_02704	CDS	1080	fbaA	4.1.2.13	COG0191	Fructose-bisphosphate aldolase class 2
KEIGPOEO_02705	CDS	1164	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
KEIGPOEO_02706	CDS	1020	epd	1.2.1.72	COG0057	D-erythrose-4-phosphate dehydrogenase
KEIGPOEO_02707	CDS	432				hypothetical protein
KEIGPOEO_02708	CDS	579				hypothetical protein
KEIGPOEO_02709	CDS	708				hypothetical protein
KEIGPOEO_02710	CDS	678	ecfA1_1	7.-.-.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA1
KEIGPOEO_02711	CDS	678	ecfA1_2	7.-.-.-		Energy-coupling factor transporter ATP-binding protein EcfA1
KEIGPOEO_02712	CDS	714	coaA_2	2.7.1.33		Pantothenate kinase
KEIGPOEO_02713	CDS	510	fumE	4.2.1.2	COG3722	Fumarase E
KEIGPOEO_02714	CDS	966	yggF	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase 2 class 2
KEIGPOEO_02715	CDS	1278	yggP	1.1.1.17	COG1063	Mannitol-1-phosphate 5-dehydrogenase
KEIGPOEO_02716	CDS	1389	mtlA_1			PTS system mannitol-specific EIICB component
KEIGPOEO_02717	CDS	444	cmtB		COG1762	Mannitol-specific cryptic phosphotransferase enzyme IIA component
KEIGPOEO_02718	CDS	1992	tktA	2.2.1.1	COG0021	Transketolase 1
KEIGPOEO_02719	CDS	759	loiP	3.4.24.-	COG0501	Metalloprotease LoiP
KEIGPOEO_02720	CDS	921	speB	3.5.3.11	COG0010	Agmatinase
KEIGPOEO_02721	CDS	732				hypothetical protein
KEIGPOEO_02722	CDS	1977	speA	4.1.1.19	COG1166	Biosynthetic arginine decarboxylase
KEIGPOEO_02723	CDS	252				hypothetical protein
KEIGPOEO_02724	CDS	1155	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
KEIGPOEO_02725	CDS	1395	galP			Galactose-proton symporter
KEIGPOEO_02726	CDS	456	sprT			Protein SprT
KEIGPOEO_02727	CDS	708	endA	3.1.21.1	COG2356	Endonuclease-1
KEIGPOEO_02728	CDS	732	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
KEIGPOEO_02729	CDS	951	gshB	6.3.2.3	COG0189	Glutathione synthetase
KEIGPOEO_02730	CDS	636				hypothetical protein
KEIGPOEO_02731	CDS	417	yqgF	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
KEIGPOEO_02732	CDS	981	yggR_1		COG2805	putative protein YggR
KEIGPOEO_02733	CDS	705	yggS		COG0325	Pyridoxal phosphate homeostasis protein
KEIGPOEO_02734	CDS	567				hypothetical protein
KEIGPOEO_02735	CDS	291				hypothetical protein
KEIGPOEO_02736	CDS	594	rdgB	3.6.1.66	COG0127	dITP/XTP pyrophosphatase
KEIGPOEO_02737	CDS	1137	hemW		COG0635	Heme chaperone HemW
KEIGPOEO_02738	CDS	1008				hypothetical protein
KEIGPOEO_02739	CDS	1047	ansB	3.5.1.1	COG0252	L-asparaginase 2
KEIGPOEO_02740	CDS	720				hypothetical protein
KEIGPOEO_02741	CDS	327			COG3171	putative protein
KEIGPOEO_02742	CDS	720	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
KEIGPOEO_02743	CDS	1053	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
KEIGPOEO_02744	CDS	276	yggX		COG2924	putative Fe(2+)-trafficking protein
KEIGPOEO_02745	CDS	1080	mltC	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase C
KEIGPOEO_02746	CDS	1257	nupG			Nucleoside permease NupG
KEIGPOEO_02747	CDS	2136	speC	4.1.1.17	COG1982	Constitutive ornithine decarboxylase
KEIGPOEO_02748	CDS	708				hypothetical protein
KEIGPOEO_02749	tRNA	76				tRNA-Phe(gaa)
KEIGPOEO_02750	CDS	1263	intS_3		COG0582	Prophage integrase IntS
KEIGPOEO_02751	CDS	276			COG1662	IS1 family transposase IS1A
KEIGPOEO_02752	CDS	267			COG1662	IS1 family transposase IS1S
KEIGPOEO_02753	CDS	264				hypothetical protein
KEIGPOEO_02754	CDS	594				hypothetical protein
KEIGPOEO_02755	CDS	2850	rapA_2	3.6.4.-		RNA polymerase-associated protein RapA
KEIGPOEO_02756	CDS	981	ftsH_1	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
KEIGPOEO_02757	CDS	2388				hypothetical protein
KEIGPOEO_02758	CDS	1629				hypothetical protein
KEIGPOEO_02759	CDS	2871				hypothetical protein
KEIGPOEO_02760	CDS	294				hypothetical protein
KEIGPOEO_02761	CDS	351				hypothetical protein
KEIGPOEO_02762	CDS	1152			COG2826	IS30 family transposase IS30
KEIGPOEO_02763	CDS	609	yibF		COG0625	putative GST-like protein YibF
KEIGPOEO_02764	CDS	1392	selA	2.9.1.1	COG1921	L-seryl-tRNA(Sec) selenium transferase
KEIGPOEO_02765	CDS	1845	selB		COG3276	Selenocysteine-specific elongation factor
KEIGPOEO_02766	CDS	1152	adhB	1.1.1.1		Alcohol dehydrogenase 2
KEIGPOEO_02767	CDS	1539	aldB	1.2.1.-	COG1012	Aldehyde dehydrogenase B
KEIGPOEO_02768	CDS	324	yiaW_1			Inner membrane protein YiaW
KEIGPOEO_02769	CDS	1137	yiaV		COG1566	Inner membrane protein YiaV
KEIGPOEO_02770	CDS	975				hypothetical protein
KEIGPOEO_02771	CDS	741	mipA_1		COG3713	MltA-interacting protein
KEIGPOEO_02772	CDS	696	sgbE	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase SgbE
KEIGPOEO_02773	CDS	861	ulaE_2	5.1.3.22	COG3623	L-ribulose-5-phosphate 3-epimerase UlaE
KEIGPOEO_02774	CDS	663	sgbH	4.1.1.85	COG0269	3-keto-L-gulonate-6-phosphate decarboxylase SgbH
KEIGPOEO_02775	CDS	1497	lyx	2.7.1.-	COG1070	L-xylulose/3-keto-L-gulonate kinase
KEIGPOEO_02776	CDS	987	yiaO		COG1638	2,3-diketo-L-gulonate-binding periplasmic protein YiaO
KEIGPOEO_02777	CDS	1278	siaM		COG1593	Sialic acid TRAP transporter large permease protein SiaM
KEIGPOEO_02778	CDS	474	yiaM		COG3090	2,3-diketo-L-gulonate TRAP transporter small permease protein YiaM
KEIGPOEO_02779	CDS	468	yhcH_1		COG2731	putative protein YhcH
KEIGPOEO_02780	CDS	999	dlgD	1.1.1.130	COG2055	2,3-diketo-L-gulonate reductase
KEIGPOEO_02781	CDS	849	yiaJ		COG1414	DNA-binding transcriptional repressor YiaJ
KEIGPOEO_02782	CDS	639	rsxB_1	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
KEIGPOEO_02783	CDS	1254	avtA	2.6.1.66	COG3977	Valine--pyruvate aminotransferase
KEIGPOEO_02784	CDS	1095	malS_1	3.2.1.1	COG0366	Periplasmic alpha-amylase
KEIGPOEO_02785	CDS	936	malS_2	3.2.1.1	COG0366	Periplasmic alpha-amylase
KEIGPOEO_02786	CDS	825				hypothetical protein
KEIGPOEO_02787	CDS	1179	xylR			Xylose operon regulatory protein
KEIGPOEO_02788	CDS	1182	xylH		COG4214	Xylose transport system permease protein XylH
KEIGPOEO_02789	CDS	1542	xylG	7.5.2.10	COG1129	Xylose import ATP-binding protein XylG
KEIGPOEO_02790	CDS	993	xylF		COG4213	D-xylose-binding periplasmic protein
KEIGPOEO_02791	CDS	1323	xylA	5.3.1.5		Xylose isomerase
KEIGPOEO_02792	CDS	1455	xylB	2.7.1.17	COG1070	Xylulose kinase
KEIGPOEO_02793	CDS	342	yiaB		COG4682	Inner membrane protein YiaB
KEIGPOEO_02794	CDS	438	yiaA		COG4682	Inner membrane protein YiaA
KEIGPOEO_02795	CDS	996	wecH	2.3.1.-	COG3274	O-acetyltransferase WecH
KEIGPOEO_02796	CDS	300				hypothetical protein
KEIGPOEO_02797	CDS	912	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
KEIGPOEO_02798	CDS	2070	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
KEIGPOEO_02799	CDS	213				hypothetical protein
KEIGPOEO_02800	CDS	213	cspA		COG1278	Cold shock protein CspA
KEIGPOEO_02801	CDS	291				hypothetical protein
KEIGPOEO_02802	CDS	711				hypothetical protein
KEIGPOEO_02803	CDS	975	ghrB	1.1.1.79	COG1052	Glyoxylate/hydroxypyruvate reductase B
KEIGPOEO_02804	CDS	660	yiaD		COG2885	putative lipoprotein YiaD
KEIGPOEO_02805	CDS	2334	bisC	1.-.-.-	COG0243	Biotin sulfoxide reductase
KEIGPOEO_02806	CDS	441	yiaC	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YiaC
KEIGPOEO_02807	CDS	564	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
KEIGPOEO_02808	CDS	699				hypothetical protein
KEIGPOEO_02809	CDS	1203	yhjX			putative MFS-type transporter YhjX
KEIGPOEO_02810	CDS	525	lpfA			putative major fimbrial subunit LpfA
KEIGPOEO_02811	CDS	687	lpfB			putative fimbrial chaperone LpfB
KEIGPOEO_02812	CDS	2532				hypothetical protein
KEIGPOEO_02813	CDS	1056	lpfD			putative minor fimbrial subunit LpfD
KEIGPOEO_02814	CDS	525	lpfE			putative fimbrial subunit LpfE
KEIGPOEO_02815	CDS	1692	eptB	2.7.8.42	COG2194	Kdo(2)-lipid A phosphoethanolamine 7''-transferase
KEIGPOEO_02816	tRNA	77				tRNA-Pro(cgg)
KEIGPOEO_02817	CDS	1608	dppA		COG0747	Periplasmic dipeptide transport protein
KEIGPOEO_02818	CDS	1020	dppB		COG0601	Dipeptide transport system permease protein DppB
KEIGPOEO_02819	CDS	903	dppC		COG1173	Dipeptide transport system permease protein DppC
KEIGPOEO_02820	CDS	984	dppD		COG0444	Dipeptide transport ATP-binding protein DppD
KEIGPOEO_02821	CDS	1005	oppF		COG4608	Oligopeptide transport ATP-binding protein OppF
KEIGPOEO_02822	CDS	1272	yhjV		COG0814	Inner membrane transport protein YhjV
KEIGPOEO_02823	CDS	108	ldrD_1			Small toxic polypeptide LdrD
KEIGPOEO_02824	CDS	108	ldrD_2			Small toxic polypeptide LdrD
KEIGPOEO_02825	CDS	1680	bcsG			Cellulose biosynthesis protein BcsG
KEIGPOEO_02826	CDS	192				hypothetical protein
KEIGPOEO_02827	CDS	1377	bcsE			Cyclic di-GMP binding protein BcsE
KEIGPOEO_02828	CDS	189	yhjR			Protein YhjR
KEIGPOEO_02829	CDS	753	bcsQ			Cellulose biosynthesis protein BcsQ
KEIGPOEO_02830	CDS	2619	bcsA	2.4.1.12	COG1215	Cellulose synthase catalytic subunit [UDP-forming]
KEIGPOEO_02831	CDS	2310	bcsB			Cyclic di-GMP-binding protein
KEIGPOEO_02832	CDS	1107	bcsZ	3.2.1.4	COG3405	Endoglucanase
KEIGPOEO_02833	CDS	3474	bcsC		COG0457	Cellulose synthase operon protein C
KEIGPOEO_02834	CDS	1950	pdeK	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeK
KEIGPOEO_02835	CDS	1287	dctA		COG1301	Aerobic C4-dicarboxylate transport protein
KEIGPOEO_02836	CDS	1497	yhjJ		COG0612	Protein YhjJ
KEIGPOEO_02837	CDS	930	kdgK_2	2.7.1.45		2-dehydro-3-deoxygluconokinase
KEIGPOEO_02838	CDS	768	pdeH	3.1.4.52		Cyclic di-GMP phosphodiesterase PdeH
KEIGPOEO_02839	CDS	2061				hypothetical protein
KEIGPOEO_02840	CDS	1323	yhjE			Inner membrane metabolite transport protein YhjE
KEIGPOEO_02841	CDS	1014	yhjD		COG1295	Inner membrane protein YhjD
KEIGPOEO_02842	CDS	972	dmlR_2			HTH-type transcriptional regulator DmlR
KEIGPOEO_02843	CDS	603	yhjB			Putative HTH-type transcriptional regulator YhjB
KEIGPOEO_02844	CDS	1650	treF	3.2.1.28	COG1626	Cytoplasmic trehalase
KEIGPOEO_02845	CDS	1398				hypothetical protein
KEIGPOEO_02846	CDS	291				hypothetical protein
KEIGPOEO_02847	CDS	1176	gadB_1	4.1.1.15	COG0076	Glutamate decarboxylase beta
KEIGPOEO_02848	CDS	825	gadX_2			HTH-type transcriptional regulator GadX
KEIGPOEO_02849	CDS	729	gadW			HTH-type transcriptional regulator GadW
KEIGPOEO_02850	CDS	282				hypothetical protein
KEIGPOEO_02851	CDS	3114	mdtF		COG0841	Multidrug resistance protein MdtF
KEIGPOEO_02852	CDS	1158	mdtE			Multidrug resistance protein MdtE
KEIGPOEO_02853	CDS	279				hypothetical protein
KEIGPOEO_02854	CDS	528	gadE			Transcriptional regulator GadE
KEIGPOEO_02855	CDS	573	hdeD		COG3247	Protein HdeD
KEIGPOEO_02856	CDS	333	hdeA			Acid stress chaperone HdeA
KEIGPOEO_02857	CDS	339	hdeB			Acid stress chaperone HdeB
KEIGPOEO_02858	CDS	576	sapB_1		COG1285	Protein SapB
KEIGPOEO_02859	CDS	531	dctR		COG2771	HTH-type transcriptional regulator DctR
KEIGPOEO_02860	CDS	567	slp_1		COG3065	Outer membrane protein Slp
KEIGPOEO_02861	CDS	1146				hypothetical protein
KEIGPOEO_02862	CDS	1014				hypothetical protein
KEIGPOEO_02863	CDS	297				hypothetical protein
KEIGPOEO_02864	CDS	426	arsC	1.20.4.1		Arsenate reductase
KEIGPOEO_02865	CDS	1290	arsB		COG1055	Arsenical pump membrane protein
KEIGPOEO_02866	CDS	354				hypothetical protein
KEIGPOEO_02867	CDS	174				hypothetical protein
KEIGPOEO_02868	CDS	1353	gor	1.8.1.7	COG1249	Glutathione reductase
KEIGPOEO_02869	CDS	843	rlmJ	2.1.1.266	COG2961	Ribosomal RNA large subunit methyltransferase J
KEIGPOEO_02870	CDS	2043	prlC	3.4.24.70	COG0339	Oligopeptidase A
KEIGPOEO_02871	CDS	753	rsmJ	2.1.1.242		Ribosomal RNA small subunit methyltransferase J
KEIGPOEO_02872	CDS	1470	dtpB		COG3104	Dipeptide and tripeptide permease B
KEIGPOEO_02873	CDS	435	uspA		COG0589	Universal stress protein A
KEIGPOEO_02874	CDS	336	uspB			Universal stress protein B
KEIGPOEO_02875	CDS	1500	pitA_1		COG0306	Low-affinity inorganic phosphate transporter 1
KEIGPOEO_02876	CDS	1203			COG2081	putative protein
KEIGPOEO_02877	CDS	843				hypothetical protein
KEIGPOEO_02878	CDS	2124	tnsB			Transposon Tn7 transposition protein TnsB
KEIGPOEO_02879	CDS	1449				hypothetical protein
KEIGPOEO_02880	CDS	1557				hypothetical protein
KEIGPOEO_02881	CDS	927				hypothetical protein
KEIGPOEO_02882	CDS	300				hypothetical protein
KEIGPOEO_02883	CDS	1827				hypothetical protein
KEIGPOEO_02884	CDS	351				hypothetical protein
KEIGPOEO_02885	CDS	432	silE_1			Silver-binding protein SilE
KEIGPOEO_02886	CDS	1482	cusS_2	2.7.13.3	COG0642	Sensor histidine kinase CusS
KEIGPOEO_02887	CDS	681	cusR_2		COG0745	Transcriptional regulatory protein CusR
KEIGPOEO_02888	CDS	1386	cusC_3		COG1538	Cation efflux system protein CusC
KEIGPOEO_02889	CDS	354	cusF_2		COG5569	Cation efflux system protein CusF
KEIGPOEO_02890	CDS	1293	cusB_2			Cation efflux system protein CusB
KEIGPOEO_02891	CDS	3147	cusA_2		COG3696	Cation efflux system protein CusA
KEIGPOEO_02892	CDS	441				hypothetical protein
KEIGPOEO_02893	CDS	2448	silP	7.2.2.15		Silver exporting P-type ATPase
KEIGPOEO_02894	CDS	198				hypothetical protein
KEIGPOEO_02895	CDS	738	mepM_1	3.4.24.-	COG0739	Murein DD-endopeptidase MepM
KEIGPOEO_02896	CDS	450	silE_2			Silver-binding protein SilE
KEIGPOEO_02897	CDS	1818	copA_2			Copper resistance protein A
KEIGPOEO_02898	CDS	897	copB			Copper resistance protein B
KEIGPOEO_02899	CDS	381	pcoC		COG2372	Copper resistance protein C
KEIGPOEO_02900	CDS	930	copD			Copper resistance protein D
KEIGPOEO_02901	CDS	681	copR			Transcriptional activator protein CopR
KEIGPOEO_02902	CDS	1401	sasA	2.7.-.-		Adaptive-response sensory-kinase SasA
KEIGPOEO_02903	CDS	435	pcoE			putative copper-binding protein PcoE
KEIGPOEO_02904	CDS	1053	yhiM			Inner membrane protein YhiM
KEIGPOEO_02905	CDS	1086				hypothetical protein
KEIGPOEO_02906	CDS	372				hypothetical protein
KEIGPOEO_02907	CDS	195				hypothetical protein
KEIGPOEO_02908	CDS	1341				hypothetical protein
KEIGPOEO_02909	CDS	1068				hypothetical protein
KEIGPOEO_02910	CDS	2736	rbbA		COG0842	Ribosome-associated ATPase
KEIGPOEO_02911	CDS	1125	yhhJ		COG0842	Inner membrane transport permease YhhJ
KEIGPOEO_02912	CDS	360				hypothetical protein
KEIGPOEO_02913	CDS	402	nikR		COG0864	Nickel-responsive regulator
KEIGPOEO_02914	CDS	807	nikE	7.2.2.11		Nickel import ATP-binding protein NikE
KEIGPOEO_02915	CDS	765	nikD	7.2.2.11		Nickel import ATP-binding protein NikD
KEIGPOEO_02916	CDS	834	nikC		COG1173	Nickel transport system permease protein NikC
KEIGPOEO_02917	CDS	945	nikB		COG0601	Nickel transport system permease protein NikB
KEIGPOEO_02918	CDS	1575	nikA		COG0747	Nickel-binding periplasmic protein
KEIGPOEO_02919	CDS	588				hypothetical protein
KEIGPOEO_02920	CDS	1050	yhhT_2		COG0628	Putative transport protein YhhT
KEIGPOEO_02921	CDS	1251	yhhS			putative MFS-type transporter YhhS
KEIGPOEO_02922	CDS	558				hypothetical protein
KEIGPOEO_02923	CDS	666	yhhQ		COG1738	Queuosine precursor transporter
KEIGPOEO_02924	CDS	246	tusA		COG0425	Sulfur carrier protein TusA
KEIGPOEO_02925	CDS	2199	zntA	3.6.3.3		Zinc/cadmium/lead-transporting P-type ATPase
KEIGPOEO_02926	CDS	627				hypothetical protein
KEIGPOEO_02927	CDS	360				hypothetical protein
KEIGPOEO_02928	CDS	270				hypothetical protein
KEIGPOEO_02929	CDS	597	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
KEIGPOEO_02930	CDS	1494	ftsY		COG0552	Signal recognition particle receptor FtsY
KEIGPOEO_02931	CDS	669	ftsE		COG2884	Cell division ATP-binding protein FtsE
KEIGPOEO_02932	CDS	1059	ftsX		COG2177	Cell division protein FtsX
KEIGPOEO_02933	CDS	855	rpoH		COG0568	RNA polymerase sigma factor RpoH
KEIGPOEO_02934	CDS	1104	livJ		COG0683	Leu/Ile/Val-binding protein
KEIGPOEO_02935	CDS	384	panZ			PanD regulatory factor
KEIGPOEO_02936	CDS	1110	livK		COG0683	Leucine-specific-binding protein
KEIGPOEO_02937	CDS	927	livH		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
KEIGPOEO_02938	CDS	1278				hypothetical protein
KEIGPOEO_02939	CDS	768	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
KEIGPOEO_02940	CDS	714	livF		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
KEIGPOEO_02941	CDS	1317	ugpB		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
KEIGPOEO_02942	CDS	888	ugpA		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
KEIGPOEO_02943	CDS	846				hypothetical protein
KEIGPOEO_02944	CDS	1071	ugpC	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
KEIGPOEO_02945	CDS	744	ugpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, cytoplasmic
KEIGPOEO_02946	CDS	441	yhhA			putative protein YhhA
KEIGPOEO_02947	CDS	1743	ggt	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
KEIGPOEO_02948	CDS	285				hypothetical protein
KEIGPOEO_02949	CDS	156				hypothetical protein
KEIGPOEO_02950	CDS	495				hypothetical protein
KEIGPOEO_02951	CDS	1179				hypothetical protein
KEIGPOEO_02952	CDS	489	aaaT	2.3.1.-	COG0454	L-amino acid N-acetyltransferase AaaT
KEIGPOEO_02953	CDS	1038	yhhX	1.-.-.-	COG0673	putative oxidoreductase YhhX
KEIGPOEO_02954	CDS	696	yhhW	1.13.11.24	COG1741	Quercetin 2,3-dioxygenase
KEIGPOEO_02955	CDS	996	gntR_3			HTH-type transcriptional regulator GntR
KEIGPOEO_02956	CDS	528	gntK_2	2.7.1.12	COG3265	Thermoresistant gluconokinase
KEIGPOEO_02957	CDS	1341	gntU		COG2610	Low-affinity gluconate transporter
KEIGPOEO_02958	CDS	594				hypothetical protein
KEIGPOEO_02959	CDS	1104	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
KEIGPOEO_02960	CDS	2187	glgB	2.4.1.18	COG0296	1,4-alpha-glucan branching enzyme GlgB
KEIGPOEO_02961	CDS	1974	glgX	3.2.1.196	COG1523	Glycogen debranching enzyme
KEIGPOEO_02962	CDS	1296	glgC	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
KEIGPOEO_02963	CDS	1434	glgA	2.4.1.21	COG0297	Glycogen synthase
KEIGPOEO_02964	CDS	2448	malP_1	2.4.1.1	COG0058	Maltodextrin phosphorylase
KEIGPOEO_02965	CDS	1506				hypothetical protein
KEIGPOEO_02966	CDS	711				hypothetical protein
KEIGPOEO_02967	CDS	768				hypothetical protein
KEIGPOEO_02968	CDS	606				hypothetical protein
KEIGPOEO_02969	CDS	1506	glpD	1.1.5.3	COG0578	Aerobic glycerol-3-phosphate dehydrogenase
KEIGPOEO_02970	CDS	327	glpE	2.8.1.1	COG0607	Thiosulfate sulfurtransferase GlpE
KEIGPOEO_02971	CDS	831	glpG_2	3.4.21.105	COG0705	Rhomboid protease GlpG
KEIGPOEO_02972	CDS	759	glpR		COG1349	Glycerol-3-phosphate regulon repressor
KEIGPOEO_02973	CDS	1599	norR_3			Anaerobic nitric oxide reductase transcription regulator NorR
KEIGPOEO_02974	CDS	1227	rtcB_2	6.5.1.-	COG1690	RNA-splicing ligase RtcB
KEIGPOEO_02975	CDS	1017	rtcA	6.5.1.4	COG0430	RNA 3'-terminal phosphate cyclase
KEIGPOEO_02976	CDS	2706	malT		COG2909	HTH-type transcriptional regulator MalT
KEIGPOEO_02977	CDS	2394	malP_2	2.4.1.1	COG0058	Maltodextrin phosphorylase
KEIGPOEO_02978	CDS	2085	malQ	2.4.1.25	COG1640	4-alpha-glucanotransferase
KEIGPOEO_02979	CDS	1317	gntT		COG2610	High-affinity gluconate transporter
KEIGPOEO_02980	CDS	576	nfuA		COG0316	Fe/S biogenesis protein NfuA
KEIGPOEO_02981	CDS	684	prs_1			Putative ribose-phosphate pyrophosphokinase
KEIGPOEO_02982	CDS	771	bioH	3.1.1.85	COG0596	Pimeloyl-[acyl-carrier protein] methyl ester esterase
KEIGPOEO_02983	CDS	879				ISNCY family transposase ISVsa17
KEIGPOEO_02984	CDS	237	feoC			putative [Fe-S]-dependent transcriptional repressor FeoC
KEIGPOEO_02985	CDS	2322	feoB		COG0370	Fe(2+) transporter FeoB
KEIGPOEO_02986	CDS	228	feoA		COG1918	Fe(2+) transport protein A
KEIGPOEO_02987	CDS	2322	yhgF		COG2183	Protein YhgF
KEIGPOEO_02988	CDS	477	greB		COG0782	Transcription elongation factor GreB
KEIGPOEO_02989	CDS	720	ompR			Transcriptional regulatory protein OmpR
KEIGPOEO_02990	CDS	1353	envZ	2.7.13.3		Osmolarity sensor protein EnvZ
KEIGPOEO_02991	CDS	297				hypothetical protein
KEIGPOEO_02992	CDS	318	higB-2_1		COG2026	Toxin HigB-2
KEIGPOEO_02993	CDS	1623	pckA	4.1.1.49	COG1866	Phosphoenolpyruvate carboxykinase (ATP)
